MIF,MIF
EBP,CCDC167
ERGIC3,CCDC167
OPRM1,CCDC167
SLC35C2,CCDC167
GJA8,CCDC167
MUC1,CCDC167
HSD17B13,CCDC167
AQP6,CCDC167
RETREG3,CCDC167
CD79A,CCDC167
ARL13B,CCDC167
NIPA1,SELENOM
HSPE1,SELENOM
SEC11C,SELENOM
TMEM31,SELENOM
REEP4,SELENOM
SGTB,SELENOM
MDFI,SELENOM
YWHAG,NHSL2
PLK1,NHSL2
YWHAH,NHSL2
BTRC,NHSL2
CTTN,NHSL2
NCK1,NHSL2
TFCP2,NHSL2
DYNLT1,NHSL2
ARID4B,NHSL2
ABI1,NHSL2
SH3RF1,NHSL2
NCK2,NHSL2
ABI3,NHSL2
PPP1R13B,NHSL2
INCA1,NHSL2
GORASP2,NHSL2
HSF2BP,NHSL2
ABI2,NHSL2
TRAF2,NHSL2
SORBS3,NHSL2
MAPK9,NHSL2
MTUS2,NHSL2
TP53BP2,NHSL2
PIH1D2,NHSL2
ATXN1,NHSL2
ZNF747,INCA1
ASPSCR1,INCA1
STT3B,INCA1
CCDC78,INCA1
HENMT1,INCA1
MAGED4B,INCA1
RALB,INCA1
PADI3,INCA1
ZFAND3,INCA1
MATN3,INCA1
PCYT2,INCA1
PSMB2,INCA1
CHCHD5,INCA1
DOK4,INCA1
TXNDC17,INCA1
UFM1,INCA1
CDK4,INCA1
KIR2DL4,INCA1
UBE2Z,INCA1
PDP1,INCA1
NMRK1,INCA1
YIPF3,INCA1
CSDC2,INCA1
C1orf56,INCA1
DMRTB1,INCA1
TPRX1,INCA1
FAAP20,INCA1
EPHB6,INCA1
BOLA3,INCA1
RFC3,INCA1
ZNF32,INCA1
KRT5,INCA1
R3HDM2,INCA1
CDKN1A,INCA1
KIAA1217,INCA1
GTPBP3,INCA1
NUBP2,INCA1
LGALS3,INCA1
KLHL42,INCA1
ZDHHC24,INCA1
CLIC3,INCA1
IL36RN,INCA1
NDUFAF3,INCA1
RECK,INCA1
LSM3,INCA1
SNRPB,INCA1
MPP1,INCA1
CCBE1,INCA1
CLK3,INCA1
TRIM68,INCA1
CDA,INCA1
CEP72,INCA1
CABP5,INCA1
TSG101,INCA1
CPSF1,INCA1
PCSK5,INCA1
VPS26C,INCA1
HYI,INCA1
EFEMP2,INCA1
ZNF446,INCA1
THRSP,INCA1
ILF2,INCA1
TFAP2A,INCA1
HSD17B14,INCA1
KLHL26,INCA1
NEDD9,INCA1
HDAC4,INCA1
ZNRD2,INCA1
MARF1,INCA1
NME7,INCA1
MAD2L2,INCA1
TSSK3,INCA1
BANF2,INCA1
STK16,INCA1
FRS3,INCA1
LMNTD2,INCA1
SHFL,INCA1
TCL1A,INCA1
TFAP4,INCA1
HR,INCA1
CHRD,INCA1
PLSCR3,INCA1
MALSU1,INCA1
HCK,INCA1
CDKN2B,INCA1
NCK2,INCA1
PLA2G10,INCA1
GSTO2,INCA1
EXOSC8,INCA1
POU4F2,INCA1
NPAS2,INCA1
CTTNBP2,INCA1
PRPH,INCA1
SUOX,INCA1
DEF6,INCA1
KRT75,INCA1
NUDT16L1,INCA1
GEM,INCA1
METAP1,INCA1
FAIM,INCA1
C1orf35,INCA1
TSTD2,INCA1
NEK6,INCA1
MARK1,INCA1
UBTD2,INCA1
DUSP13,INCA1
TBC1D7,INCA1
CDKN2D,INCA1
PHF1,INCA1
SMG9,INCA1
YOD1,INCA1
ATPAF2,INCA1
RAMAC,INCA1
PEF1,INCA1
HEMK1,INCA1
CSTF2,INCA1
TRIB3,INCA1
LYPLA2,INCA1
MAGOHB,INCA1
SPRY1,INCA1
TFAP2D,INCA1
KRTAP15-1,INCA1
KRTAP19-1,INCA1
RIPPLY3,INCA1
THAP6,INCA1
LHX3,INCA1
POLR3C,INCA1
ATP6V0D2,INCA1
CINP,INCA1
SPG21,INCA1
INCA1,INCA1
SMUG1,INCA1
TRAPPC6A,INCA1
NFKBID,INCA1
BAG3,INCA1
TEX12,INCA1
COL8A1,INCA1
NUDT22,INCA1
KRTAP19-5,INCA1
ABI2,INCA1
ZMYND12,INCA1
AKAP8L,INCA1
CKS1B,INCA1
C1orf50,INCA1
NEIL2,INCA1
OSGIN1,INCA1
GYS1,INCA1
EMD,INCA1
GEMIN2,INCA1
POLR1C,INCA1
POP5,INCA1
FEM1A,INCA1
LMO2,INCA1
KCTD9,INCA1
UBASH3B,INCA1
KRT33B,INCA1
PFDN5,INCA1
HOMER3,INCA1
ACY3,INCA1
MTMR9,INCA1
C19orf54,INCA1
KRTAP6-2,INCA1
KRTAP19-6,INCA1
WWOX,INCA1
UFSP1,INCA1
HNRNPF,INCA1
LENG8,INCA1
TEKT4,INCA1
PPP1R32,INCA1
RBPMS,INCA1
SPAG8,INCA1
TFG,INCA1
TRIP13,INCA1
DMRT3,INCA1
CCDC57,INCA1
CDK18,INCA1
ATG5,INCA1
LMO3,INCA1
WDYHV1,INCA1
TIAL1,INCA1
VEZF1,INCA1
HOXA1,INCA1
CALML6,PCP4
ROBO1,MAGEB6
SUPV3L1,MAGEB6
APBA2,MAGEB6
GSX1,KRTAP19-7
PSMB2,KRTAP19-7
RNF44,KRTAP19-7
C11orf16,KRTAP19-7
FOXD2,KRTAP19-7
TPRX1,KRTAP19-7
MAPK1IP1L,KRTAP19-7
IRX6,KRTAP19-7
SMN2,KRTAP19-7
SMN1,KRTAP19-7
CCNK,KRTAP19-7
FOXI1,KRTAP19-7
PRR13,KRTAP19-7
PLSCR4,KRTAP19-7
ROR2,KRTAP19-7
PITX2,KRTAP19-7
TCF7L2,KRTAP19-7
PROP1,KRTAP19-7
PLSCR3,KRTAP19-7
ZIC1,KRTAP19-7
POU2AF1,KRTAP19-7
NOTO,KRTAP19-7
GNE,KRTAP19-7
POU4F2,KRTAP19-7
ARMC7,KRTAP19-7
GLIS2,KRTAP19-7
ATXN1L,KRTAP19-7
VENTX,KRTAP19-7
TCAP,KRTAP19-7
ATPAF2,KRTAP19-7
HSF4,KRTAP19-7
PATZ1,KRTAP19-7
TNIP1,KRTAP19-7
NAF1,KRTAP19-7
PAX7,KRTAP19-7
KRTAP9-2,KRTAP19-7
KPRP,KRTAP19-7
TEX37,KRTAP19-7
TFAP2D,KRTAP19-7
TOLLIP,KRTAP19-7
PSMB1,KRTAP19-7
KRTAP12-3,KRTAP19-7
NEU4,KRTAP19-7
LONRF1,KRTAP19-7
COL8A1,KRTAP19-7
KRTAP6-3,KRTAP19-7
KRT34,KRTAP19-7
CCDC24,KRTAP19-7
TLE5,KRTAP19-7
HOMER3,KRTAP19-7
KRTAP12-4,KRTAP19-7
KRTAP3-3,KRTAP19-7
VGLL3,KRTAP19-7
KRTAP26-1,KRTAP19-7
CYSRT1,KRTAP19-7
ARID5A,KRTAP19-7
NOXA1,KRTAP19-7
KRTAP10-8,KRTAP19-7
MKRN3,KRTAP19-7
CATSPER1,KRTAP19-7
EVX2,KRTAP19-7
VPS37C,KRTAP19-7
MGAT5B,KRTAP19-7
RBPMS,KRTAP19-7
TEKT5,KRTAP19-7
BAHD1,KRTAP19-7
SPAG8,KRTAP19-7
BHLHE40,KRTAP19-7
RHOXF2,KRTAP19-7
OTX1,KRTAP19-7
VAC14,KRTAP19-7
DTX2,KRTAP19-7
CAMK2A,KRTAP19-7
PITX1,KRTAP19-7
ANKS1A,KRTAP19-7
FAM168A,KRTAP19-7
DAZAP2,KRTAP19-7
RBPMS2,KRTAP19-7
TLX3,KRTAP19-7
FOXH1,KRTAP19-7
HOXA1,KRTAP19-7
UGP2,ARIH2
BUB1,ARIH2
CRX,ARIH2
UBE2L6,ARIH2
PAX6,ARIH2
MEOX2,ARIH2
UGP2,UGP2
MUC15,CD3E
PKMYT1,CD3E
NCK2,CD3E
ZFPL1,CD3E
ADAM33,CD3E
BNIP3,CD3E
MUC15,CNR2
ADAM21,CNR2
TMEM189-UBE2V1,CNR2
SLC35E4,CNR2
ADIPOQ,CNR2
YIPF1,CNR2
RFT1,CNR2
TMEM203,CNR2
AGPAT4,CNR2
TSPO2,CNR2
SELENOK,CNR2
YIPF6,CNR2
YIPF4,CNR2
TMEM19,CNR2
TMEM86A,CNR2
FXYD3,CNR2
TMPPE,CNR2
SLC39A2,CNR2
NRM,CNR2
COMT,CNR2
TMEM60,CNR2
CLIC4,TPRN
CLIC2,TPRN
CLIC5,TPRN
PPP1CA,TPRN
WHRN,TPRN
GLIS1,ZDHHC23
SPRR1A,GLIS1
GP2,JAGN1
CLEC4D,JAGN1
VSIG4,JAGN1
PLPP2,JAGN1
FCRL2,JAGN1
SLC34A2,JAGN1
STOML3,JAGN1
SLAMF6,JAGN1
EDA2R,JAGN1
KCNA1,JAGN1
NRG1,JAGN1
BTNL9,JAGN1
CGRRF1,JAGN1
F11R,JAGN1
IFNGR2,JAGN1
TMEM106C,JAGN1
IER3IP1,JAGN1
SLC23A2,JAGN1
FAM177A1,JAGN1
OTULINL,JAGN1
ICMT,JAGN1
HTATIP2,JAGN1
VTI1B,JAGN1
GPR37L1,JAGN1
SMAGP,JAGN1
FCRL4,JAGN1
PSCA,JAGN1
STX5,JAGN1
USE1,JAGN1
TMEM52B,JAGN1
BSND,JAGN1
PDZK1IP1,JAGN1
SAR1A,JAGN1
SLC16A2,JAGN1
TMEM100,JAGN1
TMEM237,JAGN1
AGPAT4,JAGN1
VAMP5,JAGN1
FXYD6,JAGN1
PLP1,JAGN1
SERP1,JAGN1
FDFT1,JAGN1
ELOVL4,JAGN1
STX8,JAGN1
TNFSF14,JAGN1
CMTM5,JAGN1
TECR,JAGN1
TMEM243,JAGN1
STX7,JAGN1
C4orf3,JAGN1
CCDC155,JAGN1
STX1A,JAGN1
TSNARE1,JAGN1
STX3,JAGN1
TMEM65,JAGN1
EBP,JAGN1
ERG28,JAGN1
TMEM128,JAGN1
ERGIC3,JAGN1
VAPB,JAGN1
EHHADH,JAGN1
BNIP1,JAGN1
GOSR2,JAGN1
BET1,JAGN1
CDIPT,JAGN1
VAPA,JAGN1
HMOX1,JAGN1
SCD,JAGN1
FKBP8,JAGN1
HSD17B13,JAGN1
AQP6,JAGN1
BMP10,JAGN1
RETREG3,JAGN1
GOLM1,JAGN1
MTIF3,JAGN1
CERS4,JAGN1
MFF,JAGN1
TMEM14B,JAGN1
CD79A,JAGN1
ARL13B,JAGN1
FCGR1A,JAGN1
FAM209A,JAGN1
BCL2L13,JAGN1
SHE,FHL3
HIPK1,FHL3
C9orf116,FHL3
SAP30BP,FHL3
SBF2,FHL3
KIDINS220,FHL3
KIRREL2,FHL3
TUBA3E,FHL3
PHF21A,FHL3
KLF12,FHL3
ZCCHC14,FHL3
MRPL27,FHL3
KLF3,FHL3
CRIP3,FHL3
THEG,FHL3
LHB,FHL3
ARHGEF10,FHL3
RASL12,FHL3
MRRF,FHL3
TTLL10,FHL3
TYK2,FHL3
CASS4,FHL3
SLC25A46,FHL3
TMEM108,FHL3
ODF3B,FHL3
MRM3,FHL3
SNRPG,FHL3
SNRPB,FHL3
C1orf94,FHL3
MSRB3,FHL3
FAM222B,FHL3
PATL1,FHL3
HAPLN2,FHL3
ITGB5,FHL3
RSPH14,FHL3
WNK1,FHL3
MMP14,FHL3
FAM110A,FHL3
CCDC198,FHL3
BARX2,FHL3
FADS6,FHL3
PRR5L,FHL3
AIMP2,FHL3
PKP2,FHL3
SLU7,FHL3
CBX8,FHL3
TBC1D22B,FHL3
WDR25,FHL3
MYPOP,FHL3
TSGA10IP,FHL3
CNNM3,FHL3
SAXO1,FHL3
CREB5,FHL3
SNRPC,FHL3
DLGAP4,FHL3
YPEL3,FHL3
MYOZ3,FHL3
HSF2BP,FHL3
SLAIN1,FHL3
SDCBP,FHL3
NDUFAB1,FHL3
CRYBA2,FHL3
PPP1R32,FHL3
PRR35,FHL3
LMO4,FHL3
GCM2,FHL3
DMRT3,FHL3
FAM90A1,FHL3
GUCD1,FHL3
HOXA1,FHL3
GSG1L,MAL
JAML,MAL
CXADR,MAL
LRTM1,MAL
CD300LG,MAL
KCNMB4,MAL
AMHR2,MAL
FIBCD1,MAL
FCRL2,MAL
CLDN20,MAL
LMAN2L,MAL
DAGLA,MAL
BTN2A1,MAL
TMEM30A,MAL
PERP,MAL
MS4A4A,MAL
CD3G,MAL
CD69,MAL
RAMP1,MAL
KCNA10,MAL
SDC4,MAL
KCNA1,MAL
CLDN14,MAL
CLSTN3,MAL
NPDC1,MAL
EVI2A,MAL
NKAIN4,MAL
TEX29,MAL
TMEM174,MAL
TMEM106C,MAL
CD40,MAL
GRAMD1A,MAL
SGCB,MAL
SYNDIG1,MAL
HIBADH,MAL
TMEM248,MAL
TMEM52B,MAL
PLA2G10,MAL
NCAPH2,MAL
TSPO2,MAL
SPINT1,MAL
KLRC1,MAL
TNFSF14,MAL
CD53,MAL
IL10RA,MAL
CPLX4,MAL
STX1A,MAL
TM4SF18,MAL
OPRM1,MAL
SLC35C2,MAL
GJA8,MAL
EMP1,MAL
GJB1,MAL
SLC10A1,MAL
AQP6,MAL
EDA,MAL
CREB3L1,MAL
FAM209A,MAL
BCL2L13,MAL
TFDP1,E2F4
TFDP2,E2F4
KAT5,E2F4
PIN1,E2F4
LGALS9,DAZAP2
CELF5,DAZAP2
ZFAND2B,DAZAP2
PDIK1L,DAZAP2
MINDY3,DAZAP2
HEY1,DAZAP2
RNF44,DAZAP2
RBM24,DAZAP2
ESRP1,DAZAP2
MAPK1IP1L,DAZAP2
MTURN,DAZAP2
SOX10,DAZAP2
ACOT7,DAZAP2
PRR34,DAZAP2
UBB,DAZAP2
MINDY1,DAZAP2
KLHL42,DAZAP2
SMAP2,DAZAP2
RABGEF1,DAZAP2
TOM1,DAZAP2
MYEOV,DAZAP2
PLSCR4,DAZAP2
FAM83A,DAZAP2
RAD18,DAZAP2
RBFOX2,DAZAP2
UBE2E3,DAZAP2
TBX6,DAZAP2
C1orf94,DAZAP2
ROR2,DAZAP2
RAD23A,DAZAP2
DESI1,DAZAP2
EPN1,DAZAP2
USP13,DAZAP2
PITX2,DAZAP2
PROP1,DAZAP2
UBXN6,DAZAP2
OTULIN,DAZAP2
UBC,DAZAP2
OTUB2,DAZAP2
EPN2,DAZAP2
TNIP3,DAZAP2
NEDD4L,DAZAP2
RPS27A,DAZAP2
EPN3,DAZAP2
STAM2,DAZAP2
PLEKHB2,DAZAP2
DCUN1D1,DAZAP2
SQSTM1,DAZAP2
MAGED1,DAZAP2
VENTX,DAZAP2
YOD1,DAZAP2
ZFAND2A,DAZAP2
UBASH3A,DAZAP2
UBAC1,DAZAP2
OPTN,DAZAP2
CAPN15,DAZAP2
RAMAC,DAZAP2
PEF1,DAZAP2
TENT5B,DAZAP2
GPS2,DAZAP2
SNRPC,DAZAP2
PATZ1,DAZAP2
UBQLN1,DAZAP2
TNIP1,DAZAP2
TEX37,DAZAP2
TOLLIP,DAZAP2
ZBTB32,DAZAP2
UBAP2,DAZAP2
GGA3,DAZAP2
TAX1BP1,DAZAP2
BAG3,DAZAP2
MYOZ3,DAZAP2
UBXN7,DAZAP2
PLEKHF2,DAZAP2
UBASH3B,DAZAP2
TLE5,DAZAP2
VPS37C,DAZAP2
RBPMS,DAZAP2
BHLHE40,DAZAP2
RHOXF2,DAZAP2
TFG,DAZAP2
DTX2,DAZAP2
RBFOX1,DAZAP2
CAMK2A,DAZAP2
FAM168A,DAZAP2
LASP1,DAZAP2
DAZAP2,DAZAP2
FOXH1,DAZAP2
TIAL1,DAZAP2
AOC1,DAZAP2
POGZ,DAZAP2
VEZF1,DAZAP2
ZC3H10,DAZAP2
CEND1,MAGED4B
LCN2,MAGED4B
FAM86C1,MAGED4B
KCTD19,ZSCAN22
NEXN,ZSCAN22
ZNF449,ZSCAN22
ZNF174,ZSCAN22
SERTAD2,ZSCAN22
ZNF24,ZSCAN22
ZSCAN21,ZSCAN22
ZNF496,ZSCAN22
ZSCAN32,ZSCAN22
ZSCAN18,ZSCAN22
ZNF446,ZSCAN22
ZSCAN1,ZSCAN22
ZNF444,ZSCAN22
ZSCAN9,ZSCAN22
PRPF31,ZSCAN22
CDR2L,ZSCAN22
SCAND1,ZSCAN22
ZNF263,ZSCAN22
BYSL,ZSCAN22
DVL3,ZSCAN22
MTCL1,C11orf68
NONO,C11orf68
EIF4H,C11orf68
ZNF341,C11orf68
KLF15,C11orf68
REL,C11orf68
TRAPPC2L,C11orf68
SDCBP,C11orf68
MEOX2,C11orf68
RAB31,ALS2CL
RAB22A,ALS2CL
RAB5C,ALS2CL
EEF1AKMT3,ALS2CL
RSPH14,ALS2CL
PPP1R32,ALS2CL
TXNDC2,DDIT3
EMSY,DDIT3
JDP2,DDIT3
CREBL2,DDIT3
BATF3,DDIT3
FOSL2,DDIT3
HSD17B14,DDIT3
CRACR2A,DDIT3
GIMAP6,DDIT3
VPS37C,DDIT3
LNX1,DDIT3
TXN2,DDIT3
MFSD2A,TMEM242
ATP6V0B,TMEM242
TMBIM1,TMEM242
NDUFA3,TMEM242
SLC29A2,TMEM242
GHITM,TMEM242
TMIE,TMEM242
SLC30A3,TMEM242
GOLT1A,TMEM242
MSMO1,TMEM242
MFSD6,TMEM242
HSD17B11,TMEM242
CNR2,TMEM242
JAGN1,TMEM242
PLP1,TMEM242
TMEM51,TMEM242
GPR42,TMEM242
ELOVL4,TMEM242
IL10RA,TMEM242
TMEM31,TMEM242
GRINA,TMEM242
SLC10A6,TMEM242
SYNJ2BP,TMEM242
TMEM179B,TMEM242
EBP,TMEM242
SLC19A3,TMEM242
GGT7,TMEM242
CYB561,TMEM242
GJA8,TMEM242
SLC10A1,TMEM242
AQP6,TMEM242
SGPL1,TMEM242
MTIF3,TMEM242
BCL2L13,TMEM242
FILIP1L,SMTN
KCNV2,ANKRD28
PTRH1,ANKRD28
TMIE,ANKRD28
YTHDC1,ANKRD28
THAP7,ANKRD28
EIF3D,ANKRD28
GADD45GIP1,ANKRD28
INCA1,ANKRD28
PIBF1,ANKRD28
RPSA,CCDC13
MYF5,CCDC13
CCND3,CCDC13
ZBTB22,CCDC13
TCHP,CCDC13
ASB15,CCDC13
CDR2,CCDC13
FAM221B,CCDC13
ZGPAT,CCDC13
PRDM16,CCDC13
TCL1A,CCDC13
HAP1,CCDC13
TXLNB,CCDC13
KIAA1328,CCDC13
CARD9,CCDC13
FAM161B,CCDC13
RALBP1,CCDC13
OPTN,CCDC13
TSGA10IP,CCDC13
HOMEZ,CCDC13
CCDC136,CCDC13
EHHADH,CCDC13
CCDC120,CCDC13
USP54,CCDC13
GMCL1,CCDC13
VPS52,CCDC13
ZBTB43,CCDC13
DISC1,CCDC13
FCHO1,CCDC13
TRIM23,CCDC13
ENKD1,CCDC13
TRAF3,CCDC13
EFHC2,CCDC13
HSF2BP,CCDC13
KRT34,CCDC13
ZRANB1,CCDC13
MCRS1,CCDC13
ZBED1,CCDC13
FAM161A,CCDC13
GOLGA2,CCDC13
TP53BP2,CCDC13
TFIP11,CCDC13
LZTS1,CCDC13
CCHCR1,CCDC13
FAM90A1,CCDC13
PIBF1,CCDC13
MEOX2,CCDC13
BEST1,FXYD6-FXYD2
APH1B,FXYD6-FXYD2
SLC34A2,FXYD6-FXYD2
RNF170,FXYD6-FXYD2
TMEM41A,FXYD6-FXYD2
SLC2A13,FXYD6-FXYD2
AVPR2,FXYD6-FXYD2
SLC16A13,FXYD6-FXYD2
UNC93A,FXYD6-FXYD2
SPCS1,FXYD6-FXYD2
GPR37L1,FXYD6-FXYD2
CLDN5,FXYD6-FXYD2
TMEM167B,FXYD6-FXYD2
FAM210B,FXYD6-FXYD2
GPRC5D,FXYD6-FXYD2
TRHR,FXYD6-FXYD2
PGRMC2,FXYD6-FXYD2
TLCD4,FXYD6-FXYD2
TMEM205,FXYD6-FXYD2
SLC7A8,FXYD6-FXYD2
APOL3,FXYD6-FXYD2
SLC10A6,FXYD6-FXYD2
TMPPE,FXYD6-FXYD2
GPR152,FXYD6-FXYD2
SLC19A3,FXYD6-FXYD2
SLC35C2,FXYD6-FXYD2
SLC10A1,FXYD6-FXYD2
AQP6,FXYD6-FXYD2
TMX2,FXYD6-FXYD2
MTIF3,FXYD6-FXYD2
CERS4,FXYD6-FXYD2
TMEM14B,FXYD6-FXYD2
BNIP3,FXYD6-FXYD2
BEST1,MS4A13
TMC4,MS4A13
KCNMB4,MS4A13
POMK,MS4A13
GJB6,MS4A13
EVA1A,MS4A13
DAGLA,MS4A13
GJA4,MS4A13
RAMP1,MS4A13
LRRC3B,MS4A13
ATP6V0E1,MS4A13
EREG,MS4A13
NPDC1,MS4A13
JSRP1,MS4A13
MS4A3,MS4A13
RHCG,MS4A13
GJB5,MS4A13
SLC13A4,MS4A13
TMEM74,MS4A13
SLC12A7,MS4A13
GJC3,MS4A13
RNF185,MS4A13
ASGR2,MS4A13
CLDN7,MS4A13
TMEM52B,MS4A13
FAM210B,MS4A13
VSIR,MS4A13
SLC18A1,MS4A13
SLC16A2,MS4A13
SLC7A1,MS4A13
HERPUD2,MS4A13
TLCD4,MS4A13
TMEM237,MS4A13
FFAR2,MS4A13
AQP2,MS4A13
KLRC1,MS4A13
MMGT1,MS4A13
ODF4,MS4A13
CBARP,MS4A13
CREB3L3,MS4A13
LHFPL5,MS4A13
GPR152,MS4A13
SLC39A2,MS4A13
SSMEM1,MS4A13
TM4SF18,MS4A13
EBP,MS4A13
ERGIC3,MS4A13
BIK,MS4A13
GJA8,MS4A13
TBXA2R,MS4A13
SLC30A2,MS4A13
GJB1,MS4A13
SCN3B,MS4A13
AQP6,MS4A13
EDA,MS4A13
TMEM14B,MS4A13
CD79A,MS4A13
CREB3L1,MS4A13
FAM209A,MS4A13
SPAG4,MS4A13
TK1,BOLA2
SLITRK5,BOLA2
MOBP,BOLA2
RGS17,BOLA2
XIAP,BOLA2
HDX,BOLA2
C1orf94,BOLA2
ANKRD55,BOLA2
ID3,BOLA2
ZNF620,BOLA2
MBD3L1,BOLA2
RAB4B-EGLN2,BOLA2
RAB4B,BOLA2
ZNF581,BOLA2
CCDC36,BOLA2
CCDC138,BOLA2
BIRC7,BOLA2
ADAMTSL4,BOLA2
CGGBP1,BOLA2
IL16,BOLA2
GLRX3,BOLA2
BIRC2,BOLA2
WDYHV1,BOLA2
ZNF76,BOLA2
MEOX2,BOLA2
TK1,BOLA2B
SLITRK5,BOLA2B
MOBP,BOLA2B
RGS17,BOLA2B
XIAP,BOLA2B
HDX,BOLA2B
C1orf94,BOLA2B
ANKRD55,BOLA2B
ID3,BOLA2B
RAB4B,BOLA2B
CCDC138,BOLA2B
BIRC7,BOLA2B
ADAMTSL4,BOLA2B
CGGBP1,BOLA2B
GLRX3,BOLA2B
BIRC2,BOLA2B
WDYHV1,BOLA2B
ZNF76,BOLA2B
MEOX2,BOLA2B
CDK2AP2,MRFAP1L1
SMU1,MRFAP1L1
CAVIN3,MRFAP1L1
CDK2AP1,MRFAP1L1
UBTD1,MRFAP1L1
MORF4L2,MRFAP1L1
C1orf216,MRFAP1L1
ZNF417,MRFAP1L1
GTF2IRD1,MRFAP1L1
BYSL,MRFAP1L1
SDCBP,MRFAP1L1
GAS8,MRFAP1L1
LNX1,MRFAP1L1
WDYHV1,MRFAP1L1
PIH1D2,MRFAP1L1
TXN2,MRFAP1L1
SRR,RNF41
ENOPH1,RNF41
ASB6,RNF41
TTC1,RNF41
RFC4,RNF41
MTURN,RNF41
N4BP3,RNF41
RAD23A,RNF41
ISCA2,RNF41
TCEANC,RNF41
C1orf109,RNF41
MEOX2,RNF41
SRR,SRR
SLC43A2,KRT35
EFCAB3,KRT35
TCHP,KRT35
KRT77,KRT35
KRT5,KRT35
KRT79,KRT35
KRT6B,KRT35
KRT2,KRT35
KRT72,KRT35
KRT74,KRT35
KRT6C,KRT35
KRT78,KRT35
KRT8,KRT35
KRT1,KRT35
KRT80,KRT35
KRT82,KRT35
KRT71,KRT35
TAPBPL,KRT35
KRT4,KRT35
CCDC196,KRT35
CTSZ,KRT35
C21orf58,KRT35
TSG101,KRT35
MAPKBP1,KRT35
ZNF446,KRT35
HAPLN2,KRT35
KRT83,KRT35
HDAC4,KRT35
FRS3,KRT35
KRT3,KRT35
SHC3,KRT35
KRT85,KRT35
TXLNA,KRT35
BCAS2,KRT35
HCK,KRT35
RUNX1T1,KRT35
POU4F2,KRT35
TXLNB,KRT35
TBC1D21,KRT35
KRT75,KRT35
CCDC185,KRT35
PRPF18,KRT35
DTNB,KRT35
PKN1,KRT35
TBC1D30,KRT35
PRPF31,KRT35
USP2,KRT35
ABI3,KRT35
SMARCE1,KRT35
KLHL38,KRT35
TBC1D7,KRT35
UBASH3A,KRT35
CCDC120,KRT35
TCEANC,KRT35
ZNF417,KRT35
SCNM1,KRT35
EXOSC5,KRT35
LGALS14,KRT35
ENKD1,KRT35
LONRF1,KRT35
TEPSIN,KRT35
VPS9D1,KRT35
MCRS1,KRT35
C1orf109,KRT35
KCTD9,KRT35
OIP5,KRT35
KIFC3,KRT35
TLE5,KRT35
KDM1A,KRT35
SMYD1,KRT35
HGS,KRT35
TEKT4,KRT35
PRR35,KRT35
OTX1,KRT35
DMRT3,KRT35
TRIM29,KRT35
LENG1,KRT35
HOXA1,KRT35
CD33,KRT35
GPD1,FAM25G
ZFAND3,FAM25G
COX16,FAM25G
TDRKH,FAM25G
IGLL1,FAM25G
PPIC,FAM25G
ARMCX3,FAM25G
LCN2,FAM25G
ARMC10,FAM25G
KLHL35,FAM25G
TTPA,FAM25G
LCN1,FAM25G
MIEF1,FAM25G
PPIF,FAM25G
MIEF2,FAM25G
SNX1,FAM25G
GPD1,FAM25A
ZFAND3,FAM25A
COX16,FAM25A
TDRKH,FAM25A
IGLL1,FAM25A
PPIC,FAM25A
ARMCX3,FAM25A
LCN2,FAM25A
ARMC10,FAM25A
KLHL35,FAM25A
TTPA,FAM25A
LCN1,FAM25A
MIEF1,FAM25A
PPIF,FAM25A
MIEF2,FAM25A
SNX1,FAM25A
TADA2B,ZGPAT
GATAD2B,ZGPAT
CAVIN4,ZGPAT
CCDC196,ZGPAT
ZNF24,ZGPAT
LCA5L,ZGPAT
SNRPA1,ZGPAT
DHX15,ZGPAT
UBXN11,ZGPAT
ZNF426,ZGPAT
ZC2HC1B,ZGPAT
CDR2,ZGPAT
ZNF329,ZGPAT
CDCA7L,ZGPAT
AIMP2,ZGPAT
TRIM14,ZGPAT
KIAA1328,ZGPAT
EP400,ZGPAT
CARD9,ZGPAT
PPP1R13B,ZGPAT
CEP70,ZGPAT
CNKSR1,ZGPAT
ZNF177,ZGPAT
THAP6,ZGPAT
SCNM1,ZGPAT
HOOK2,ZGPAT
SERTAD3,ZGPAT
ZSCAN22,ZGPAT
HSF2BP,ZGPAT
LZTS2,ZGPAT
MID2,ZGPAT
THAP1,ZGPAT
GOLGA2,ZGPAT
TP53BP2,ZGPAT
KIFC3,ZGPAT
TLE5,ZGPAT
TFIP11,ZGPAT
LZTS1,ZGPAT
CCDC57,ZGPAT
LNX1,ZGPAT
KRT31,ZGPAT
ZNF646,LEUTX
FAM24B,LEUTX
MRPL57,LEUTX
ENTPD3,LEUTX
CDS2,LEUTX
SLC13A3,LEUTX
TF,LEUTX
C1QL4,LEUTX
CNIH3,LEUTX
STATH,LEUTX
NDRG4,LEUTX
AQP3,LEUTX
EMP3,LEUTX
VAMP4,LEUTX
SLC41A2,LEUTX
TSPO,LEUTX
CXCL9,LEUTX
TMEM187,LEUTX
ASGR1,LEUTX
TTPA,LEUTX
UNC93B1,LEUTX
LAT,LEUTX
PNLIPRP1,LEUTX
MS4A1,LEUTX
CNIH1,LEUTX
SLC30A8,LEUTX
AGPAT4,LEUTX
NAPB,LEUTX
TMEM254,LEUTX
PLP1,LEUTX
TMEM97,LEUTX
AQP2,LEUTX
CMTM3,LEUTX
CMTM5,LEUTX
